Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67588755bf1ecff7580cd784,610b115d45797ba46b20aa4c,APPROVED,Not Applicable,2024-12-10T18:24:28.128000Z,2024-12-10T18:27:40.706000Z,2024-12-11T09:13:38.791000Z,2024-12-10T18:27:41.425792Z,193.0,CJL9IR62,1436,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67588755c859d2fb0c176153,5cb9bdde3eb01800129f81d7,AWAITING REVIEW,Not Applicable,2024-12-10T18:24:27.064000Z,2024-12-10T18:29:28.722000Z,,2024-12-10T18:29:29.394933Z,302.0,5cb9bdde3eb01800129f81d7,2324,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675887561c4fb7cae7c2c7c5,675740a6d070d625e54eb0b9,APPROVED,Not Applicable,2024-12-10T18:24:38.743000Z,2024-12-10T18:54:58.885000Z,2024-12-11T09:11:53.385000Z,2024-12-10T18:55:01.355140Z,1821.0,CJL9IR62,7,English,24,Male,Black,Kenya,United States,United States,English,No,Part-Time
67588757e4b9f589d9d1dccf,65a31cba297bacfcc92dd461,APPROVED,Not Applicable,2024-12-10T18:24:29.739000Z,2024-12-10T18:30:18.408000Z,2024-12-11T09:11:47.342000Z,2024-12-10T18:30:19.242693Z,349.0,CJL9IR62,240,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675887deff69c174521652bb,5d20f6cbc1dc1c0001162dd5,APPROVED,Not Applicable,2024-12-10T18:26:43.251000Z,2024-12-10T18:30:10.575000Z,2024-12-11T09:13:43.004000Z,2024-12-10T18:30:11.570926Z,208.0,CJL9IR62,860,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6758885d5560cf0f60e6225a,67530381deef0e65b35d98d7,APPROVED,Not Applicable,2024-12-10T18:28:51.233000Z,2024-12-10T18:32:00.696000Z,2024-12-11T09:13:44.010000Z,2024-12-10T18:32:01.255134Z,190.0,CJL9IR62,19,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675889484b96d25637579f06,674e6b8e1724c8621f4c21be,APPROVED,Not Applicable,2024-12-10T18:32:46.990000Z,2024-12-10T18:37:13.449000Z,2024-12-11T09:11:59.614000Z,2024-12-10T18:37:16.649101Z,267.0,CJL9IR62,26,English,22,Female,Black,Jamaica,United States,Jamaica,English,No,Unemployed (and job seeking)
675893630836cee0d416381a,67386fbb9f092032b4069489,APPROVED,Not Applicable,2024-12-10T19:16:17.308000Z,2024-12-10T19:20:52.304000Z,2024-12-11T09:12:02.324000Z,2024-12-10T19:20:53.238869Z,275.0,CJL9IR62,89,English,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675893694955172085c4a8a9,6749eed49c7dc7e0ec122571,APPROVED,Not Applicable,2024-12-10T19:16:00.979000Z,2024-12-10T19:20:41.111000Z,2024-12-11T09:12:01.304000Z,2024-12-10T19:20:41.829731Z,281.0,CJL9IR62,43,English,19,Prefer not to say,Mixed,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6759594be63847b86f681a4b,5e33f55dcb3c093b7c66ff74,AWAITING REVIEW,Not Applicable,2024-12-11T09:20:22.193000Z,2024-12-11T09:23:49.465000Z,,2024-12-11T09:23:50.304956Z,208.0,5e33f55dcb3c093b7c66ff74,827,"English, Portuguese",44,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
675959a52007021158dfe0d3,6402387857cf966e2202c522,APPROVED,Not Applicable,2024-12-11T09:31:34.097000Z,2024-12-11T09:40:36.570000Z,2024-12-11T09:54:26.202000Z,2024-12-11T09:41:55.207109Z,543.0,CJL9IR62,229,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
67595a3e5cbd37af6450b33b,6588dd40f817f93597ae11cc,APPROVED,Not Applicable,2024-12-11T09:24:24.593000Z,2024-12-11T09:34:01.761000Z,2024-12-11T09:54:22.245000Z,2024-12-11T09:34:05.894681Z,578.0,6588dd40f817f93597ae11cc,155,English,29,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
